term_ID,HPO_term_name,phecode,phecode_string
30693,Supratentorial neoplasm,"",
30694,Pineal parenchymal cell neoplasm,"",
30706,Ranula,"",
30707,Unilateral lung agenesis,"",
30708,Myeloschisis,"",
30709,Myelocystocele,"",
30710,Lipomeningocele,"",
30711,Hydrocolpos,"",
30712,Uterine synechiae,"",
30713,Vein of Galen aneurysmal malformation,"",
30714,Subchorionic thrombohematoma,"",
30715,Bronchial atresia,"",
30716,Acrania,"",
30717,Meconium peritonitis,"",
30718,Right atrial enlargement,"",
30719,Unguarded tricuspid valve,"",
30720,Subchorionic septal cyst,"",
30722,Ectopic liver,"",
30723,Congenital megalourethra,"",
30724,Central nervous system cyst,"",
30725,Neurenteric cyst,"",
30726,Spinal neurenteric cyst,"",
30727,Intracranial neurenteric cyst,"",
30728,Meromelia,"",
30729,Frontoethmoidal meningocele,"",
30730,Parietal meningocele,"",
30731,Carcinoma,195,"Cancer, suspected or other"
30732,Dysplastic tricuspid valve,"",
30733,Vesicoallantoic abdominal wall defect,"",
30735,Ureterovesical junction obstruction,"",
30737,Altman type I sacrococcygeal teratoma,"",
30738,Altman type II sacrococcygeal teratoma,"",
30739,Altman type III sacrococcygeal teratoma,"",
30740,Anomalous muscle bundle of the right ventricle,"",
30741,Mediastinal teratoma,"",
30742,Glial remnants posterior to lens,"",
30743,Glial remnants anterior to the optic disc,"",
30744,Hyaloid vascular remnant and retrolental mass,"",
30745,Dilatation of the ductus arteriosus,"",
30747,Preterm intraventricular hemorrhage,"",
30748,Grade I preterm intraventricular hemorrhage,"",
30749,Grade II preterm intraventricular hemorrhage,"",
30750,Grade III preterm intraventricular hemorrhage,"",
30751,Grade IV preterm intraventricular hemorrhage,"",
30753,Intrauterine fetal demise of one twin after midgestation,"",
30754,Allantoic cyst,"",
30755,Craniofacial teratoma,"",
30756,Erythrodontia,"",
30758,Periapical tooth abscess,"",
30759,Adipocyte hypertrophy,"",
30760,Renal fibrosis,"",
30762,Mesangiolysis,"",
30763,Amniotic Sheet,"",
30764,Ochronosis,"",
30765,Sleep terror,"",
30766,Ear pain,"",
30767,Epignathus,"",
30769,Exencephaly,"",
30770,Craniorachischisis,752.1,Neural tube defects
30771,Mallet finger,736.2,Acquired deformities of finger
30772,Proximal femoral focal deficiency,"",
30773,Internuclear ophthalmoplegia,378,Strabismus and other disorders of binocular eye movements
30774,Mitochondrial swelling,"",
30775,Modic type vertebral endplate changes,"",
30776,Modic type I vertebral endplate changes,"",
30777,Modic type II vertebral endplate changes,"",
30778,Modic type III vertebral endplate changes,"",
30779,Ethmocephaly,"",
30780,Abnormality of the protein C anticoagulant pathway,"",
30782,Abnormal serum interleukin level,"",
30783,Increased serum interleukin-6,"",
30784,Anomia,"",
30785,Mediastinal cystic lymphangioma,"",
30787,Cerumen abnormality,"",
30788,Impacted cerumen,380.4,Impacted cerumen
30789,Excessive cerumen,"",
30790,Abnormal cerumen color,"",
30791,Abnormal jaw morphology,"",
30792,Jaw neoplasm,"",
30793,Jaw swelling,"",
30795,Reduced C-peptide level,"",
30797,Reduced volume of central subdivision of bed nucleus of stria terminalis,"",
30798,Abnormality of the bed nucleus of stria terminalis,"",
30801,Reduced visual accommodation,"",
30803,Platonychia,"",
30805,Absent lunula,"",
30806,Fast-growing nails,"",
30807,Abnormal nail growth,"",
30808,Ragged cuticle,"",
30809,Abnormal tongue morphology,"",
30810,Abnormal tongue physiology,"",
30811,Tongue pain,"",
30815,Lipoma of the tongue,"",
30817,Beaked nails,"",
30818,Central nail canal,"",
30819,Ski jump nail,"",
30820,Hooded eyelid,"",
30821,Hooded lower eyelid,"",
30822,Hooded upper eyelid,"",
30826,Eyelid fasciculation,"",
30828,Wheezing,512.1,Wheezing
30829,Abnormal breath sound,"",
30831,Rhonchi,"",
30832,Vitreous strands,"",
30834,Shoulder pain,"",
30835,Elbow pain,"",
30836,Wrist pain,745,Pain in joint
30837,Finger pain,"",
30839,Knee pain,745,Pain in joint
30840,Ankle pain,"",
30841,Toe pain,"",
30842,Choking episodes,"",
30844,Undetectable pattern electroretinogram,"",
30845,Heliotrope rash of eyelid,"",
30846,Abnormality of venous physiology,"",
30847,Abnormal jugular venous pressure,"",
30849,Hepatojugular reflux,"",
30850,Abnormal pulse pressure,"",
30851,Low pulse pressure,"",
30852,High pulse pressure,"",
30854,Scleral staphyloma,"",
30855,Anterior staphyloma,"",
30857,Eye movement-induced pain,"",
30858,Addictive behavior,"",
30859,Topoisomerase I antibody positivity,"",
30860,Abnormal CSF amyloid level,"",
30861,Decreased CSF amyloid level,"",
30862,Elevated CSF amyloid level,"",
30863,Nasal flaring,"",
30864,Intercostal retractions,"",
30866,Large knee,"",
30867,Vertical orbital dystopia,"",
30869,Anorchism,"",
30870,Abnormality of spinal facet joint,"",
30871,Facet joint arthrosis,"",
30873,Anticentromere antibody positivity,"",
30874,Oxygen desaturation on exertion,"",
30875,Abnormality of pulmonary circulation,"",
30876,Increased pulmonary capillary wedge pressure,"",
30877,Obstructive deficit on pulmonary function testing,"",
30879,Interlobular septal thickening on pulmonary HRCT,"",
30881,Shoulder impingement,"",
30883,Femoroacetabular Impingement,"",
30884,Gastrojejunal tube feeding in infancy,656.3,Endocrine and metabolic disturbances of fetus and newborn
30885,Recurrent parasitic infections,"",
30886,Abnormal lymphocyte apoptosis,"",
30887,Increased lymphocyte apoptosis,"",
30888,C3 nephritic factor positivity,"",
30892,Deep cerebral white matter hyperdensities,346.1,Nonspecific abnormal findings on radiological and other examination of skull and head
30893,Abnormal response to short acting pulmonary vasodilator,"",
30894,Insufficient response to short acting pulmonary vasodilator,"",
30895,Abnormal gastrointestinal motility,"",
30896,Abnormal gastrointestinal transit time,"",
30898,Pruritis on abdomen,"",
30899,Pruritis on hand,"",
30900,Pruritus on foot,"",
30901,Pruritis on breast,"",
30902,Palmomental reflex,"",
30903,Grasp reflex,"",
30905,Snout reflex,"",
30906,Suck reflex,"",
30907,Thunderclap headache,339,Other headache syndromes
30908,Liver kidney microsome type 1 antibody positivity,"",
30909,Anti-liver cytosolic antigen type 1 antibody positivity,"",
30911,Bifid clitoris,"",
30912,Duplicated clitoris,"",
30913,Exaggerated rugosity of the labia majora,"",
30917,Low APGAR score,"",
30919,Low 5-minute APGAR score,"",
30920,5-minute APGAR score of 0,"",
30921,5-minute APGAR score of 1,"",
30922,5-minute APGAR score of 2,"",
30923,5-minute APGAR score of 3,"",
30924,5-minute APGAR score of 4,"",
30925,5-minute APGAR score of 5,"",
30926,5-minute APGAR score of 6,"",
30927,1-minute APGAR score of 0,"",
30928,1-minute APGAR score of 1,"",
30929,1-minute APGAR score of 2,"",
30930,1-minute APGAR score of 3,"",
30931,1-minute APGAR score of 4,"",
30932,1-minute APGAR score of 5,"",
30933,1-minute APGAR score of 6,"",
30934,Oral erythroplakia,"",
30935,Abnormality of intestinal smooth muscle morphology,"",
30936,Abnormal layering of muscularis propria,"",
30937,Fibrotic muscularis propria,"",
30938,Enteric intraneuronal nuclear inclusion bodies,"",
30939,Palpebral thickening,"",
30943,Vulvodynia,625,Pain and other symptoms associated with female genital organs
30946,Conjunctival papillae,"",
30947,Conjunctival follicles,"",
30948,Elevated gamma-glutamyltransferase activity,"",
30949,Glomerular deposits,"",
30950,Pulmonary venous hypertension,"",
30952,Birdshot choroidal lesions,"",
30955,Alcoholism,317.1,Alcoholism
30956,Abnormality of cardiovascular system electrophysiology,"",
30957,Ventricular septal aneurysm,"",
30958,Membranous ventricular septal aneurysm,"",
30959,Muscular ventricular septal aneurysm,"",
30962,Abnormal morphology of the great vessels,"",
30964,Abnormal aortic physiology,"",
30965,Aortic stiffness,"",
30966,Abnormal pulmonary artery morphology,"",
30967,Abnormal pulmonary artery physiology,"",
30968,Abnormal pulmonary vein morphology,"",
30969,Abnormal pulmonary vein physiology,"",
30970,Abnormal vena cava physiology,"",
30972,Abnormal systemic blood pressure,"",
30973,Postexertional malaise,"",
30975,Pontine tegmental cap,"",
30976,Abnormal factor VIII activity,"",
30977,Increased factor VIII activity,"",
30978,Decreased CSF/serum albumin ratio,"",
30979,Dilatation of large choroidal vessels,"",
30980,Reduced brain glutamine level by MRS,"",
30981,Abnormal CSF/serum albumin ratio,"",
30983,Ovarian thecoma,"",
30984,Abnormal serum bile acid concentration,"",
30985,Decreased serum bile concentration,"",
30986,Biliary epithelial hyperplasia,"",
30987,Suppurative cholangitis,"",
30988,Granulomatous cholangitis,"",
30989,Lymphoid cholangitis,"",
30990,Pleomorphic cholangitis,"",
30992,Abnormal pancreatic duct morphology,"",
30993,Duplication of pancreatic duct,"",
30994,Pancreas divisum,"",
30995,Peritoneal effusion,"",
30996,Megaduodenum,"",
30998,Cerebrospinal fluid rhinorrhoea,"",
30999,Abnormal vestibular saccule morphology,"",
31000,Vestibular saccular degeneration,"",
31001,Minifascicle formation,"",
31002,Neuritis,"",
31003,Polyneuritis,"",
31004,Hemiareflexia,"",
31006,Acroparesthesia,"",
31007,Orofacial action-specific dystonia induced by speech,"",
31009,Ainhum,136,Other infectious and parasitic diseases
31010,Hyperphalangy of the 3rd finger,"",
31011,Fatty streak,"",
31012,Thin-cap fibroatheroma,"",
31015,Intrahepatic portal vein sclerosis,"",
31016,Alternating radiolucent and radiodense metaphyseal lines,"",
31017,Swiss cheese atrial septal defect,"",
31018,Eccrine syringofibroadenoma,"",
31019,Pyknotic bone marrow neutrophils,"",
31021,Squamous Papilloma,"",
31022,Oropharyngeal squamous papilloma,"",
31023,Multiple mucosal neuromas,"",
31024,Cylindroma,"",
31025,Gastric leiomyosarcoma,170.2,Cancer of connective tissue
31027,Internal notch of the femoral head,"",
31029,Elevated carcinoembryonic antigen level,"",
31030,Elevated carcinoma antigen 125 level,"",
31031,Abnormal retinol-binding protein level,"",
31032,Decreased retinol-binding protein level,"",
31033,Impaired urinary acidification,"",
31034,Abnormal insulin like growth factor binding protein acid labile subunit level,"",
31035,Chronic infection,"",
31036,Reduced growth-hormone binding protein level,"",
31037,Reduced insulin-like factor 3 level,"",
31038,Spermatogenesis maturation arrest,"",
31039,Early spermatogenesis maturation arrest,"",
31040,Late spermatogenesis maturation arrest,"",
31041,Obstruction of the superior vena cava,"",
31042,Strawberry tongue,"",
31043,Type A4 brachydactyly,755.3,Congenital anomaly of fingers/toes
31044,Type A5 brachydactyly,755.3,Congenital anomaly of fingers/toes
31045,Acral blistering,"",
31046,Absent soft palate,"",
31047,Paraproteinemia,"",
31048,Light-chain paraproteinemia,"",
31049,Heavy-chain paraproteinemia,"",
31050,Whole-immunoglobulin paraproteinemia,"",
31051,Tarsal sclerosis,"",
31052,Elevated vascular endothelial growth factor level,"",
31053,Coarctation in the transverse aortic arch,"",
31054,Long segment coarctation of the aorta,"",
31055,Abnormal branching pattern of left aortic arch,"",
31056,Fusiform cerebral aneurysm,"",
31058,Impairment of activities of daily living,"",
31059,Impaired ability to bathe oneself,"",
31060,Impaired ability to dress oneself,"",
31061,Impaired toileting ability,"",
31062,Impaired transferring ability,"",
31063,Impaired feeding ability,"",
31064,Impaired continence,"",
31065,Abnormal ovarian morphology,"",
31066,Abnormal ovarian physiology,"",
31067,Empty ovarian follicle,"",
31068,Increased femoral torsion,"",
31069,Abnormal femoral torsion,"",
31070,Decreased femoral torsion,"",
31071,Abnormal endocrine morphology,"",
31072,Abnormal endocrine physiology,"",
31073,Abnormal response to endocrine stimulation test,"",
31074,Abnormal response to ACTH stimulation test,"",
31075,Abnormal response to insulin tolerance test,"",
31076,Impaired cortisol response to insulin stimulation test,"",
31077,Abnormal response to corticotropin releasing hormone stimulation test,"",
31078,Impaired cortisol response to corticotropin releasing hormone stimulation test,"",
31079,Impaired growth-hormone response to insulin stimulation test,"",
31080,Abnormal response to glucagon stimulation test,"",
31081,Impaired cortisol response to glucagon stimulation test,"",
31082,Impaired growth-hormone response to glucagon stimulation test,"",
31083,Abnormal response to human chorionic gonadotrophin stimulation test,"",
31084,Excessive insulin response to glucagon test,"",
31085,Decreased prealbumin level,"",
31086,Ectopic ovary,"",
31087,Absent pubertal growth spurt,"",
31089,Palatal edema,"",
31090,Finger dactylitis,"",
31091,Toe dactylitis,"",
31092,Spindle-shaped finger,"",
31093,Abnormal breast morphology,"",
31094,Abnormal breast physiology,"",
31095,Abnormal humerus morphology,"",
31096,Delayed vertebral ossification,"",
31097,Abnormal thyroid-stimulating hormone level,"",
31098,Decreased thyroid-stimulating hormone level,"",
31099,Abnormal circulating inhibin level,"",
31100,Decreased inhibin B level,"",
31101,Abnormal antimullerian hormone level,"",
31102,Increased antimullerian hormone level,"",
31103,Decreased antimullerian hormone level,"",
31104,Insulin receptor antibody positivity,"",
31105,Abnormal uterus morphology,"",
31106,T-shaped uterus,"",
31107,Decreased fibular diameter,"",
31109,Agalactia,"",
31110,Twin-to-twin transfusion,"",
31111,Cutaneous hamartoma,"",
31117,Purely bicuspid aortic valve,"",
31118,Single raphe bicuspid aortic valve,"",
31119,Bicuspid aortic valve with right-left cusp fusion,"",
31120,Bicuspid aortic valve with right-noncoronary cusp fusion,"",
31121,Bicuspid aortic valve with left-noncoronary cusp fusion,"",
31122,Two-raphe bicuspid aortic valve,"",
31123,Recurrent gastroenteritis,"",
31124,Decreased platelet thromboxane A2 receptor,"",
31125,Decreased platelet alpha-2A-adrenergic receptor,"",
31126,Impaired clot retraction,"",
31127,Impaired convulxin-induced platelet aggregation,"",
31128,Impaired collagen-related peptide-induced platelet aggregation,"",
31129,Impaired phorbol myristate acetate-induced platelet aggregation,"",
31130,Impaired calcium ionophore-induced platelet aggregation,"",
31131,Abnormal plalelet phosphatidylserine exposure,"",
31132,Impaired annexin V binding to platelet phosphatidylserine,"",
31133,Increased annexin V binding to platelet phosphatidylserine,"",
31134,Cor triatrium sinister,"",
31136,Decreased acrosin in sperm head,"",
31137,Storage in hepatocytes,"",
31139,Frog-leg posture,"",
31140,Abnormal liver sonography,"",
31141,Increased hepatic echogenicity,"",
31142,Abnormal hepatic echogenicity,"",
31143,Decreased hepatic echogenicity,"",
31144,Coarsened hepatic echotexture,"",
31145,Starry sky appearance on hepatic sonography,"",
31146,Impaired oral bolus formation,"",
31150,Vitreomacular adhesion,379.2,Disorders of vitreous body
31151,Vitreomacular traction,"",
31152,Full-thickness macular hole,"",
31153,Membranous vitreous appearance,"",
31154,Beaded vitreous appearance,"",
31155,Increased Arden ratio of electrooculogram,"",
31156,Decreased platelet glycoprotein Ib,"",
31157,Carotid cavernous fistula,"",
31158,Widened atrophic scar,"",
31161,Reduced brain glutamate level by MRS,"",
31162,Impaired oropharyngeal swallow response,"",
31163,Low femoral bone density,"",
31164,Growth arrest lines,"",
31169,Postterm pregnancy,"",
31170,Female fetal virilization,"",
31171,Femoral spur,"",
31172,Sectoral retinitis pigmentosa,"",
31173,Tibial spur,"",
31174,Double-layered patella,"",
31175,Absent cervical vertebra,"",
31176,Absent thoracic vertebra,"",
31177,Finger flexor weakness,"",
31178,Fixed head retroflexion,"",
31179,Nuchal rigidity,"",
31180,Erythema migrans,"",
31181,Necrolytic migratory erythema,"",
31185,Increased NT-proBNP level,"",
31186,Abnormal circulating deoxycorticosterone level,"",
31187,Abnormality of circulating pregnenolone level,"",
31190,Superficial dermal perivascular inflammatory infiltrate,"",
31191,Deep dermal perivascular inflammatory infiltrate,"",
31192,Abnormal morphology of left ventricular trabeculae,"",
31194,Increased density of left ventricular trabeculae,"",
31195,Apical hypertrabeculation of the left ventricle,"",
31196,Thin myocardium compact layer,"",
31197,Cellular urinary casts,"",
31198,Renal tubular epithelial cell casts,"",
31199,Acellular urinary casts,"",
31200,Hyaline casts,"",
31201,Granular casts,"",
31202,Waxy casts,"",
31203,Fatty casts,"",
31204,Bacterial cell casts,"",
31205,Reduced lysosomal acid lipase activity,"",
31206,Striatal T2 hyperintensity,"",
31207,Hepatic hemangioma,228,"Hemangioma and lymphangioma, any site"
31208,Increased pituitary glycoprotein alpha subunit level,"",
31209,Decreased lipoprotein lipase activity,"",
31210,Abnormal circulating hyaluronic acid concentration,"",
31211,Elevated cholesterol ester level,"",
31212,Abnormal circulating progesterone level,"",
31213,Elevated circulating 17-hydroxyprogesterone,"",
31214,Decreased circulating dehydroepiandrosterone level,"",
31215,Decreased circulating dehydroepiandrosterone-sulfate level,"",
31216,Increased circulating progesterone,"",
31217,Hot flashes,"",
31218,Inappropriate antidiuretic hormone secretion,"",
31219,Reduced radioactive iodine uptake,"",
31220,Increased radioactive iodine uptake,"",
31221,Abnormal radioactive iodine uptake test result,"",
31222,Increased circulating thyroxine-binding globulin level,"",
31223,Focal pancreatic islet hyperplasia,"",
31224,Diffuse pancreatic islet hyperplasia,"",
31225,Intrapulmonary shunt,"",
31226,Perinephric fluid collection,"",
31227,Nasopharyngeal teratoma,"",
31228,Abnormal incisura morphology,"",
31229,Increased incisura length,"",
31230,Decreased incisura length,"",
31231,Narrow incisura width,"",
31232,Increased incisura width,"",
31233,Horizontal inferior border of scapula,"",
31234,Neutrophilic infiltration of the skin,"",
31235,Predominantly epidermal neutrophilic infiltrate,"",
31236,Predominantly dermal neutrophilic infiltrate,"",
31237,Internally nucleated skeletal muscle fibers,"",
31238,Necklace skeletal muscle fibers,"",
31239,Extrafoveal choroidal neovascularization,"",
31240,Juxtafoveal choroidal neovascularization,"",
31241,Subfoveal choroidal neovascularization,"",
31242,Decreased circulating chylomicron levels,"",
31243,Decreased circulating very-low-density lipoprotein levels,"",
31244,Swollen lip,"",
31245,Productive cough,512.8,Cough
31246,Nonproductive cough,512.8,Cough
31247,Whooping cough,041,Bacterial infection NOS
31248,Palmar pruritus,"",
31249,Parageusia,"",
31250,Lip fissure,"",
31251,Abnormal subclavian artery morphology,"",
31252,Dilated left subclavian artery,"",
31253,Anomalous origin of left subclavian artery,"",
31254,Thalamic arteriovenous malformation,"",
31255,Hypothalamic arteriovenous malformation,"",
31256,Optic nerve arteriovenous malformation,"",
31257,Arteriovenous malformation of the maxilla,"",
31258,Delirium,290.2,Delirium due to conditions classified elsewhere
31259,Oophoritis,"",
31260,Triangular tibia,"",
31261,Bladder polyp,189.2,Cancer of bladder
31263,Abnormal renal corpuscle morphology,"",
31264,Abnormal morphology of Bowman capsule,"",
31265,Abnormal podocyte morphology,"",
31266,Podocyte foot process effacement,"",
31267,Abnormal CD69 upregulation upon TCR activation,"",
31268,Decreased CD69 upregulation upon TCR activation,"",
31269,Abnormal CD25 upregulation upon TCR activation,"",
31270,Decreased CD25 upregulation upon TCR activation,"",
31271,Absent ankle pulse,"",
31272,Pulmonary arterial atherosclerosis,"",
31273,Shock,797,Shock
31274,Hypovolemic shock,"",
31275,Distributive shock,"",
31276,Obstructive shock,"",
31278,Abnormal thoracic duct morphology,"",
31279,Abnormal response to gonadotropin-releasing hormone stimulation test,"",
31280,Increased LH response to gonadotropin-releasing hormone stimulation test,"",
31281,Sialadenitis,"",
31282,Malalignment of the great toenail,"",
31283,Tufted hairs,"",
31285,Abnormal perifollicular morphology,"",
31286,Perifollicular erythema,"",
31287,Seborrheic keratosis,702.2,Seborrheic keratosis
31288,Cobblestone-like hyperkeratosis,"",
31289,White papule,"",
31290,Tuberous xanthoma,"",
31291,Ichthyosis follicularis,"",
31292,Cutaneous abscess,"",
31293,Digital pitting scar,"",
31294,Hypoplastic right atrium,"",
31295,Left atrial enlargement,416,Cardiomegaly
31296,Atrial septal hypertrophy,"",
31297,Unroofed coronary sinus,"",
31298,Coronary sinus enlargement,"",
31299,Elevated left atrial pressure,"",
31300,Abnormal circulating properdin level,"",
31301,Peripheral arterial calcification,"",
31302,Lower extremity peripheral arterial calcification,"",
31303,Femoral arterial calcification,"",
31304,Iliac arterial calcification,"",
31305,Tibial arterial calcification,"",
31306,Intracranial arterial calcification,"",
31307,Internal carotid artery calcification,"",
31308,Vertebral artery calcification,"",
31309,Cerebral artery calcification,"",
31310,Basilar artery calcification,"",
31311,Middle cerebral artery calcification,"",
31313,Abdominal aortic calcification,"",
31314,Carotid artery calcification,"",
31315,External carotid artery calcification,"",
31316,Abnormal ventricular myocardium morphology,"",
31317,Fatty replacement of ventricular myocardial tissue,"",
31318,Myofiber disarray,"",
31320,Cardiomyocyte mitochondrial proliferation,"",
31321,Myocardial immune cell infiltration,"",
31322,Myocardial lymphocytic infiltration,"",
31323,Myocardial eosinophilic infiltration,"",
31324,Myocardial multinucleated giant cells,"",
31325,Myocardial granulomatous infiltrates,"",
31326,Monoclonal light chain cardiac amyloidosis,"",
31327,Transthyretin cardiac amyloidosis,"",
31328,Perivascular cardiac fibrosis,"",
31329,Interstitial cardiac fibrosis,"",
31330,Perivascular myocardial immune cell infiltration,"",
31331,Abnormal cardiomyocyte morphology,"",
31332,Cardiomyocyte degeneration,"",
31333,Myocardial sarcomeric disarray,"",
31334,Cardiomyocyte inclusion bodies,"",
31335,Abnormal cardiomyocyte mitochondrial morphology,"",
31336,Intranuclear cardiomyocyte mitochondria,"",
31337,Abnormal cardiomyocyte connexin43 staining,"",
31338,Abnormal cardiomyocyte plakoglobin staining,"",
31339,Abnormal cadiomyocyte dystrophin staining,"",
31340,Abnormal lysosomal morphology,"",
31341,Gastric arteriovenous malformation,"",
31342,Duodenal arteriovenous malformation,"",
31343,Jejunal arteriovenous malformation,"",
31344,Pelvic arteriovenous malformation,"",
31345,Colonic arteriovenous malformation,"",
31346,Rectal arteriovenous malformation,"",
31347,Uterine arteriovenous malformation,"",
31348,Dextrotransposition of the great arteries,"",
31349,Levotransposition of the great arteries,"",
31350,Cardiac sarcoma,164,Cancer of intrathoracic organs
31351,Calcified amorphous tumor of the heart,"",
31352,Chest tightness,"",
31354,Sleep onset Insomnia,"",
31355,Maintenance insomnia,"",
31356,Terminal insomnia,"",
31357,Glomeruloid hemangioma,"",
31358,Vegetative state,"",
31359,Cutaneous sclerotic plaque,"",
31360,Yellow skin plaque,"",
31361,Zebra bodies,"",
31363,Palpable purpura,"",
31364,Ecchymosis,287.1,Spontaneous ecchymoses
31365,Macular purpura,"",
31366,Palate neoplasm,"",
31367,Metaphyseal striations,"",
31368,Intestinal perforation,569,Other disorders of intestine
31369,Colon perforation,"",
31370,Small intestinal perforation,"",
31371,Rectal perforation,"",
31372,Cold paresis,"",
31373,Stiff tongue,"",
31374,Ankle weakness,"",
31377,Abnormal cell proliferation,"",
31378,Abnormal lymphocyte proliferation,"",
31379,Abnormal T cell proliferation,"",
31380,Abnormal B cell proliferation,"",
31381,Decreased lymphocyte proliferation in response to mitogen,"",
31382,Decreased lymphocyte proliferation in response to anti-CD3,"",
31383,Abnormal lymphocyte surface marker expression,"",
31384,Reduced T cell CD40 expression,"",
31385,Megakaryocyte nucleus hypolobulation,"",
31386,Increased micromegakaryocyte count,"",
31387,Increased multinucleated megakaryocyte count,"",
31388,Megakaryocyte nucleus hyperlobulation,"",
31389,Abnormal MHC II surface expression,"",
31390,Reduced MHC II surface expression,"",
31391,Elevated MHC II surface expression,"",
31392,Abnormal proportion of CD4 T cells,"",
31393,Abnormal proportion of CD8 T cells,"",
31394,Abnormal CD4:CD8 ratio,"",
31396,Abnormal proportion of naive T cells,"",
31397,Reduced proportion of naive T cells,"",
31398,Elevated proportion of naive T cells,"",
31399,Abnormal proportion of double-negative alpha-beta regulatory T cell,"",
31401,"Reduced proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells","",
31402,Reduced antigen-specific T cell proliferation,"",
31403,Impaired pathogen-specific CD8 cytoxicity,"",
31404,Impaired antigen-specific response,"",
31405,Poroma,"",
31406,Abnormal cytokine signaling,"",
31407,Impaired cytokine signaling,"",
31408,Increased proportion of CD25+ mast cells,"",
31409,Abnormal lymphocyte physiology,"",
31410,Abnormal distribution of CD56 bright/dim natural killer cells,"",
31411,Abnormal chromosome morphology,"",
31412,Abnormal telomere morphology,"",
31413,Short telomere length,"",
31414,High serum calcifediol,"",
31415,High serum calcitriol,"",
31416,Abnormal nasal mucus secretion,"",
31418,Increased body mass index,"",
31419,Reduced sex -hormone binding protein level,"",
31420,Small yellow foveal lesion with surrounding grey zone,"",
31421,Small superior frontal cortex,"",
31422,Abnormal morphology of the cerebellar cortex,"",
31423,Small cerebellar cortex,"",
31424,Abnormal circulating beta-C-terminal telopeptide level,"",
31425,Increased circulating beta-C-terminal telopeptide level,"",
31426,Decreased circulating beta-C-terminal telopeptide level,"",
31427,Abnormal circulating osteocalcin level,"",
31428,Increased circulating osteocalcin level,"",
31429,Decreased circulating osteocalcin level,"",
31430,Oligoclonal T cell expansion,"",
31431,Persistent repetition of words,"",
31432,Persistent repetition of actions,"",
31433,Alexithymia,"",
31434,Abnormal speech prosody,"",
31435,Monotonic speech,"",
31436,Increased pitch variability of speech,"",
31437,Pregnancy exposure,"",
31438,Abnormal sex hormone-binding globulin level,"",
31439,Abnormal angiostatin level,"",
31441,Abnormal tricuspid valve annulus morphology,"",
31442,Abnormal tricuspid chordae tendinae morphology,"",
31443,Abnormal tricuspid valve leaflet morphology,"",
31444,Dilatation of the tricuspid annulus,"",
31445,Oral mucosa nodule,"",
31446,Erosion of oral mucosa,"",
31447,Penile freckling,"",
31448,Herpetiform vesicles,"",
31449,Perineal hemangioma,"",
31451,Lower extremity subcutanous fat hypertrophy,"",
31452,Lichenoid skin lesion,"",
31453,Oral lichenoid lesion,"",
31454,Apocrine hidrocystoma,"",
31455,Presacral ganglioneuroma,"",
31456,Ectopic pregnancy,634.3,Ectopic pregnancy
31457,Pulmonary opacity,"",
31458,Adenoiditis,"",
31459,Soft tissue neoplasm,"",
31460,Benign muscle neoplasm,"",
31461,Intramuscular Myxoma,"",
31462,Musculotendinous retraction,"",
31463,Esophageal squamous papilloma,"",
31464,Genital blistering,"",
31465,Abnormal vasa vasorum morphology,"",
31466,Impairment in personality functioning,"",
31467,Negative affectivity,"",
31468,Separation insecurity,"",
31469,Low self esteem,"",
31472,Risk taking,"",
31473,Hostility,300,Anxiety disorders
31474,Pulmonary chondroma,"",
31475,Nonconvulsive status epilepticus,"",
31476,Abnormal buccal mucosa cell morphology,"",
31478,Abnormal mitral valve annulus morphology,"",
31479,Dilatation of the mitral annulus,"",
31480,Abnormal mitral valve leaflet morphology,"",
31481,Abnormal mitral valve physiology,"",
31482,Abnormal regional left ventricular contraction,"",
31483,Reduced contraction of the left ventricular apex,"",
31484,Cold-induced hemolysis,"",
31485,Subperiosteal bone formation,"",
31486,Vascular malformation of the lip,"",
31487,Capillary malformation of the lip,"",
31488,Arteriovenous malformation of the lip,"",
31489,Venous malformation of the lip,"",
31490,Hemangioma of the lip,"",
31491,Continuous spike and waves during slow sleep,"",
31492,Epithelial neoplasm,"",
31493,Glandular cell neoplasm,"",
31494,Ovarian mucinous tumor,"",
31495,Mucinous neoplasm,"",
31496,Mucinous cystic neoplasm of the pancreas,"",
31497,Mucinous colorectal carcinoma,"",
31498,Mucinous gastric carcinoma,"",
31499,Appendiceal mucinous neoplasm,"",
31500,Abdominal mass,579,Other symptoms involving abdomen and pelvis
31501,Pelvic mass,"",
31502,Trophoblastic tumor,"",
31503,Night gasping,"",
31504,Foamy urine,598,Abnormal findings on examination of urine
31505,Abnormal circulating thyroxine level,"",
31506,Increased circulating thyroxine level,"",
31507,Decreased circulating thyroxine level,"",
31508,Abnormal thyroid hormone level,"",
31509,Dry nipple,"",
31510,Linear earlobe crease,"",
31511,Diagonal earlobe crease,"",
31512,Abnormal cutaneous collagen fibril morphology,"",
31513,Luse bodies,"",
31514,Increased proportion of exhausted T cells,"",
31515,Abnormal meiosis,"",
31516,Oocyte arrest at metaphase I,"",
31517,Verruciform xanthoma,"",
31518,Absent posterior alpha rhythm,"",
31519,Cauliflower deformity of dermal collagen fibrils,"",
31520,Groin pain,"",
31521,Vaginal clear cell adenocarcinoma,"",
31522,Cervical clear cell adenocarcinoma,"",
